Address,Price,Beds,Source,URL
"302 W Locust St, Urbana, IL 61801",$685,1 bed,apartments.com,https://www.apartments.com/302-w-locust-st-urbana-il/x829c0m/
"1302-1304 Silver St, Urbana, IL 61801",$840,1 bed,apartments.com,https://www.apartments.com/silver-st-philo-rd-fletcher-st-apts-urbana-il/36lkfye/
"1302-1304 Silver St, Urbana, IL 61801",$975,2 beds,apartments.com,https://www.apartments.com/silver-st-philo-rd-fletcher-st-apts-urbana-il/36lkfye/
"705 W Elm St, Urbana, IL 61801",$650 – $695,Studio,apartments.com,https://www.apartments.com/705-w-elm-st-urbana-il/lhebzff/
"705 W Elm St, Urbana, IL 61801",$895 – $950,2 beds,apartments.com,https://www.apartments.com/705-w-elm-st-urbana-il/lhebzff/
"705 W Elm St, Urbana, IL 61801","$1,050 – $1,295",3 beds,apartments.com,https://www.apartments.com/705-w-elm-st-urbana-il/lhebzff/
"705 W Elm St, Urbana, IL 61801","$1,595",4 beds,apartments.com,https://www.apartments.com/705-w-elm-st-urbana-il/lhebzff/
"202 N Race St, Urbana, IL 61801",$840,Studio,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
"202 N Race St, Urbana, IL 61801",$950,1 bed,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
"202 N Race St, Urbana, IL 61801",$960,1 bed,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
"202 N Race St, Urbana, IL 61801","$1,030",2 beds,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
"202 N Race St, Urbana, IL 61801","$1,075",2 beds,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
