Address,Price,Beds,Source,URL
"202 N Race St, Urbana, IL 61801","$1,105",2 beds,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
"202 N Race St, Urbana, IL 61801","$1,115",2 beds,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
"202 N Race St, Urbana, IL 61801","$1,130",2 beds,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
"202 N Race St, Urbana, IL 61801","$1,199",2 beds,apartments.com,https://www.apartments.com/202ra-urbana-il/67mtsqv/
"300 E Fairlawn Dr, Urbana, IL 61801",$947 – $975,1 bed,apartments.com,https://www.apartments.com/fairlawn-village-urbana-il/09kcqy1/
"300 E Fairlawn Dr, Urbana, IL 61801","$1,024",1 bed,apartments.com,https://www.apartments.com/fairlawn-village-urbana-il/09kcqy1/
"300 E Fairlawn Dr, Urbana, IL 61801","$1,510 – $1,747",2 beds,apartments.com,https://www.apartments.com/fairlawn-village-urbana-il/09kcqy1/
"300 E Fairlawn Dr, Urbana, IL 61801","$1,015 – $1,039",2 beds,apartments.com,https://www.apartments.com/fairlawn-village-urbana-il/09kcqy1/
"300 E Fairlawn Dr, Urbana, IL 61801","$1,175 – $1,315",2 beds,apartments.com,https://www.apartments.com/fairlawn-village-urbana-il/09kcqy1/
"300 E Fairlawn Dr, Urbana, IL 61801","$1,050 – $1,075",2 beds,apartments.com,https://www.apartments.com/fairlawn-village-urbana-il/09kcqy1/
"300 E Fairlawn Dr, Urbana, IL 61801","$1,101",2 beds,apartments.com,https://www.apartments.com/fairlawn-village-urbana-il/09kcqy1/
"57 E Springfield Ave, Champaign, IL 61820",$500 – $650,6 beds,apartments.com,https://www.apartments.com/57-e-springfield-ave-champaign-il-champaign-il/4w09dxl/
"1407 S State St, Champaign, IL 61820",$940 – $945,1 bed,apartments.com,https://www.apartments.com/1407-s-state-st-champaign-il/8j637m1/
"1407 S State St, Champaign, IL 61820","$1,045",2 beds,apartments.com,https://www.apartments.com/1407-s-state-st-champaign-il/8j637m1/
"520 N Neil St, Champaign, IL 61820","$1,550",1 bed,apartments.com,https://www.apartments.com/520-neil-champaign-il/hbqtr63/
"520 N Neil St, Champaign, IL 61820","$1,620",2 beds,apartments.com,https://www.apartments.com/520-neil-champaign-il/hbqtr63/
"520 N Neil St, Champaign, IL 61820","$1,720",2 beds,apartments.com,https://www.apartments.com/520-neil-champaign-il/hbqtr63/
"513 N Hickory St, Champaign, IL 61820","$1,359",2 beds,apartments.com,https://www.apartments.com/the-hickory-champaign-il/6tn785r/
"513 N Hickory St, Champaign, IL 61820","$1,359 – $1,376",2 beds,apartments.com,https://www.apartments.com/the-hickory-champaign-il/6tn785r/
"513 N Hickory St, Champaign, IL 61820","$1,376",2 beds,apartments.com,https://www.apartments.com/the-hickory-champaign-il/6tn785r/
"205-209 N Neil St, Champaign, IL 61820","$2,000",1 bed,apartments.com,https://www.apartments.com/the-neil-street-spritzer-champaign-il/xwp6xnp/
"205-209 N Neil St, Champaign, IL 61820","$3,200",2 beds,apartments.com,https://www.apartments.com/the-neil-street-spritzer-champaign-il/xwp6xnp/
"512 E Stoughton St, Champaign, IL 61820","$1,375",2 beds,apartments.com,https://www.apartments.com/512-e-stoughton-st-champaign-il/p8xxnmt/
"307-311 Birch St, Champaign, IL 61820",$966,1 bed,apartments.com,https://www.apartments.com/birch-street-apartments-champaign-il/ewn1zrp/
"307-311 Birch St, Champaign, IL 61820",$987,1 bed,apartments.com,https://www.apartments.com/birch-street-apartments-champaign-il/ewn1zrp/
"202 E Green St, Champaign, IL 61820","$1,225",2 beds,apartments.com,https://www.apartments.com/202-e-green-st-champaign-il/vn1k7tf/
"1107 S 2nd St, Champaign, IL 61820","$3,100",4 beds,apartments.com,https://www.apartments.com/1107-s-2nd-st-champaign-il/hm8yzs0/
"1107 S 2nd St, Champaign, IL 61820","$3,300",4 beds,apartments.com,https://www.apartments.com/1107-s-2nd-st-champaign-il/hm8yzs0/
"214 E Clark St, Champaign, IL 61820","$1,295",1 bed,apartments.com,https://www.apartments.com/214-e-clark-champaign-il/n2drf2q/
"202 E John St, Champaign, IL 61820",$750,1 bed,apartments.com,https://www.apartments.com/the-alcove-second-john-champaign-il/fv2vltr/
"202 E John St, Champaign, IL 61820",$950,2 beds,apartments.com,https://www.apartments.com/the-alcove-second-john-champaign-il/fv2vltr/
"202 E John St, Champaign, IL 61820","$1,100",2 beds,apartments.com,https://www.apartments.com/the-alcove-second-john-champaign-il/fv2vltr/
"202 E John St, Champaign, IL 61820","$1,350",3 beds,apartments.com,https://www.apartments.com/the-alcove-second-john-champaign-il/fv2vltr/
"202 E John St, Champaign, IL 61820","$1,575",3 beds,apartments.com,https://www.apartments.com/the-alcove-second-john-champaign-il/fv2vltr/
"202 E John St, Champaign, IL 61820","$3,000",6 beds,apartments.com,https://www.apartments.com/the-alcove-second-john-champaign-il/fv2vltr/
"17 E University Ave, Champaign, IL 61820","$1,015",Studio,apartments.com,https://www.apartments.com/the-inman-by-royse-brinkmeyer-champaign-il/r1klpj0/
"17 E University Ave, Champaign, IL 61820","$1,010",Studio,apartments.com,https://www.apartments.com/the-inman-by-royse-brinkmeyer-champaign-il/r1klpj0/
"17 E University Ave, Champaign, IL 61820",$970,Studio,apartments.com,https://www.apartments.com/the-inman-by-royse-brinkmeyer-champaign-il/r1klpj0/
"17 E University Ave, Champaign, IL 61820","$1,100",1 bed,apartments.com,https://www.apartments.com/the-inman-by-royse-brinkmeyer-champaign-il/r1klpj0/
"17 E University Ave, Champaign, IL 61820","$1,345 – $1,380",2 beds,apartments.com,https://www.apartments.com/the-inman-by-royse-brinkmeyer-champaign-il/r1klpj0/
"1008 S 4th St, Champaign, IL 61820","$1,110",Studio,apartments.com,https://www.apartments.com/1008-s-4th-champaign-il/kwhk1y8/
"1008 S 4th St, Champaign, IL 61820","$1,370",1 bed,apartments.com,https://www.apartments.com/1008-s-4th-champaign-il/kwhk1y8/
"1008 S 4th St, Champaign, IL 61820",$970,2 beds,apartments.com,https://www.apartments.com/1008-s-4th-champaign-il/kwhk1y8/
"1008 S 4th St, Champaign, IL 61820",$985,4 beds,apartments.com,https://www.apartments.com/1008-s-4th-champaign-il/kwhk1y8/
"1008 S 4th St, Champaign, IL 61820",$860,5 beds,apartments.com,https://www.apartments.com/1008-s-4th-champaign-il/kwhk1y8/
"711 S Lynn St, Urbana, IL 61801","$1,150",2 beds,apartments.com,https://www.apartments.com/711-s-lynn-st-urbana-il/6c2jxxr/
"711 S Lynn St, Urbana, IL 61801","$1,195",2 beds,apartments.com,https://www.apartments.com/711-s-lynn-st-urbana-il/6c2jxxr/
"2403 Sharlyn Drive, Urbana, IL 61802",$960,2 beds,apartments.com,https://www.apartments.com/2403-sharlyn-drive-urbana-il/5w1266q/
"104 S Grove St, Urbana, IL 61802",$780,1 bed,apartments.com,https://www.apartments.com/104-s-grove-st-urbana-il-unit-9/x9ye7gp/
"104 S Grove St, Urbana, IL 61802",$840,1 bed,apartments.com,https://www.apartments.com/104-s-grove-st-urbana-il-unit-9/x9ye7gp/
"610 W Elm St, Urbana, IL 61801",$605 – $695,Studio,apartments.com,https://www.apartments.com/610-w-elm-st-urbana-il/sk5zzj5/
"610 W Elm St, Urbana, IL 61801","$1,295 – $1,695",2 beds,apartments.com,https://www.apartments.com/610-w-elm-st-urbana-il/sk5zzj5/
